n,title,is_pr,state,created,closed,author,comments,labels
352,"""ValueError: Invalid file descriptor: -1"" after --list-devices",False,CLOSED,2022-03-22,2022-03-25,DreadPirateLynx,1,
353,"Backtick, dead acute, gravis - with a single hit",False,CLOSED,2022-03-24,2022-03-25,KoljaL,3,
354,Wheel events not smooth,False,OPEN,2022-03-25,,marcsabat,30,
355,Mapping Horizontal Scroll,False,CLOSED,2022-03-25,2022-03-28,jlnxr,1,
356,"Add 2 missing strings for translation, regenerate .pot.",True,MERGED,2022-03-27,2022-03-27,jose1711,0,
357,"Binding mouse left click gives ""This would disable your click button""",False,CLOSED,2022-03-27,2022-03-27,git-iso,4,
358,Sensitivity reset after injection,False,CLOSED,2022-03-28,2026-05-10,zerowhybr,9,environment incompatibility
359,Helper doesn't receive any commands,False,CLOSED,2022-03-28,2022-11-05,drhayes,19,
360,"""Emoji key"" not getting injected - Microsoft Designer Compact Keyboard",False,CLOSED,2022-03-29,2023-03-04,rimko,2,
361,No refresh Button for new Devices,False,CLOSED,2022-04-01,2022-04-02,Flammly14,1,
362,Support for ostree based operating systems (Fedora Silverblue for example),False,OPEN,2022-04-08,,TSonono,4,
363,feat: add Simplified Chinese translation,True,MERGED,2022-04-09,2022-04-09,everyx,1,
364,Autoloading not working,False,CLOSED,2022-04-10,2022-04-21,johntria,8,
365,input-remapper-control UnicodeDecodeError,False,CLOSED,2022-04-11,2022-04-14,JD-Howard,7,
366,More robust log file trimming,True,MERGED,2022-04-12,2022-04-15,sezanzeb,0,
368,what is wheel code,False,CLOSED,2022-04-14,2022-04-19,lodexx0,2,
369,Add `RequiresMountsFor=/var/log` to systemd unit,True,MERGED,2022-04-14,2022-04-15,rocketraman,10,
370,Hiding irrelevant permission denied error log,True,MERGED,2022-04-16,2022-04-16,sezanzeb,0,
371,Some formatting,True,MERGED,2022-04-17,2022-04-18,sezanzeb,2,
372,"Gui works fine but nothing changes after pressing ""apply"".",False,CLOSED,2022-04-19,2022-06-05,rcgalvao,2,
373,do not install under the old name any more,True,MERGED,2022-04-19,2023-03-02,mjg,3,
374,High CPU use on idle,False,OPEN,2022-04-19,,whudson,14,help wanted
375,Frontend Refactor,True,MERGED,2022-04-20,2022-07-23,jonasBoss,15,
376,workaround for old pydantic version,True,MERGED,2022-04-20,2022-04-21,jonasBoss,0,
377,Update usage docs for beta,False,CLOSED,2022-04-21,2022-10-29,sezanzeb,0,
378,Repeat macro until key pressed again,False,OPEN,2022-04-21,,sezanzeb,3,feature request
379,local variables,False,OPEN,2022-04-21,,sezanzeb,5,feature request
380,Map REL_X/Y to wheel events,False,OPEN,2022-04-25,,akerge,4,feature request
381,[Needs Investigation] Losing mouse left and right click after a night of idling the computer,False,CLOSED,2022-04-25,2022-05-03,Zorrototo,6,
382,`while_single` macro or `ignore_release` parameter,False,OPEN,2022-04-28,,supertriodo,14,feature request
383,Allow mapping mouse drag lock,False,CLOSED,2022-04-28,2022-04-30,thiagoa,3,
384,Improved check if system is completely booted,True,MERGED,2022-05-01,2022-05-05,sezanzeb,0,
385,add `None` keyword,False,CLOSED,2022-05-03,2022-05-07,sezanzeb,0,feature request
386,use ; instead of . for function chaining?,False,OPEN,2022-05-03,,sezanzeb,0,
387,Improved logs for communication with the Helper,True,MERGED,2022-05-04,2022-05-05,sezanzeb,0,
388,add `key_down` and `key_up`,False,CLOSED,2022-05-04,2022-05-07,sezanzeb,0,feature request
389,"create ""beta"" AUR package",False,CLOSED,2022-05-04,2022-05-08,sezanzeb,3,packaging
390,investigate behavior when suspending or hibernating,False,OPEN,2022-05-04,,sezanzeb,10,help wanted
391,`key_down` and `key_up` macros,True,MERGED,2022-05-07,2022-05-07,sezanzeb,0,
392,"Parsing `a + b` to `hold_keys(a, b)`",True,MERGED,2022-05-07,2022-05-07,sezanzeb,0,
393,Added `None` keyword,True,MERGED,2022-05-07,2022-05-07,sezanzeb,0,
394,Macro syntax check when typing,True,MERGED,2022-05-07,2022-05-07,sezanzeb,0,
395,"Revert ""Macro syntax check when typing""",True,MERGED,2022-05-07,2022-05-07,sezanzeb,1,
396,Clearing pipes on creation,True,MERGED,2022-05-07,2022-05-07,sezanzeb,0,
397,"Improved macro exception handling, keystroke sleep cleanup",True,MERGED,2022-05-08,2022-05-08,sezanzeb,2,
399,Merge branch 'main' into beta,True,MERGED,2022-05-10,2022-05-11,jonasBoss,2,
400,Tests don't reset global object `reader` properly,False,OPEN,2022-05-13,,jonasBoss,0,
401,Ctrl+Right click,False,CLOSED,2022-05-14,2022-06-16,NikitaGolovaniuk,11,
402,Internal keyboard & touchpad stop working randomly until next restart,False,OPEN,2022-05-16,,RatnadeepBiswakarma,31,
403,Can't configure button in citrix vdi virtual machine,False,OPEN,2022-05-17,,sezanzeb,0,
404,Github Actions not installing data correctly,False,CLOSED,2022-05-17,2022-05-17,jonasBoss,3,
405,Fix #404,True,MERGED,2022-05-17,2022-05-17,jonasBoss,1,
407,Hotkeys for Device & Preset Selections and Arrangement of Keys,False,OPEN,2022-05-21,,och4,3,
408,"Xbox Elite Series 2 Via bluetooth paddles is ""unknown""",False,OPEN,2022-05-21,,3ibod,9,
409,Global autoload profile,False,OPEN,2022-05-25,,everyx,4,feature request
410,when installed on Librem5(PureOS) pulseaudio does not load,False,CLOSED,2022-05-25,2022-06-11,chri2,3,
411,Leaking REL_WHEEL_HI_RES events,False,CLOSED,2022-05-27,2022-06-09,pviscone,15,
412,KEY_QUESTION not being mapped to Control L + Slash( hyper X alloy origins 60%),False,CLOSED,2022-06-01,2022-06-09,juanlet,2,
413,Can anyone give me wheel code example?,False,CLOSED,2022-06-04,2022-06-07,lodexx0,2,
414,Ignoring audio devices in udev,True,MERGED,2022-06-05,2022-06-11,sezanzeb,0,
415,Remapper stopped working in Ubuntu 22.04 when in Gnome Overview,False,CLOSED,2022-06-06,2024-04-01,sojusnik,10,environment incompatibility
416,[NewUser] Combine CapsLock with another key,False,CLOSED,2022-06-06,2022-06-11,MatheusFerreiraL,2,
417,"Added ""keyboard + mouse"" target device",True,MERGED,2022-06-11,2022-06-16,sezanzeb,0,
418,Removed logging filehandlers,True,MERGED,2022-06-11,2022-06-11,sezanzeb,1,
419,ModuleNotFoundError: No module named 'inputremapper',False,CLOSED,2022-06-18,2022-06-28,supertriodo,5,
420,"Install doesn't work in Ubuntu 18.04 bionic due to 2 unsatisfyable dependencies - libgtksourceview-4-dev, python3-pydantic",False,CLOSED,2022-06-21,2022-06-28,sglajchEG,3,
421,Merge main into beta,True,MERGED,2022-06-24,2022-06-25,jonasBoss,8,
422,Beta main merge,True,MERGED,2022-06-25,2022-06-25,sezanzeb,3,
424,Version 1.5 stop working randomly,False,CLOSED,2022-07-01,2022-07-02,darkfrank-it,3,
425,Slow/Precision function for trackballs,False,OPEN,2022-07-06,,dehen,1,
426,input-remapper service error since I updated from python 3.9 to python 3.10 (gentoo) - It was working fine with python 3.9,False,CLOSED,2022-07-06,2022-07-07,Mat9999,10,
427,Add `toggle` macro,True,OPEN,2022-07-09,,sezanzeb,7,
429,Doesn't work in Ubuntu Desktop 20.04,False,CLOSED,2022-07-14,2023-08-17,DavidATapia,8,
430,Razer Naga Trinity - no remapping happens,False,CLOSED,2022-07-15,2022-07-15,tbe,1,
431,input-remapper dies with Razer Trinity,False,CLOSED,2022-07-15,2022-07-16,bmstettin,2,
432,i need to apply the key after a reboot,False,CLOSED,2022-07-18,2022-11-05,alavaelian,10,
433,Mouse to joystick,False,CLOSED,2022-07-19,2022-12-02,Abalthazarr,3,
434,Side buttons not working,False,CLOSED,2022-07-22,2022-07-22,tukanoidd,3,
435,undefined behaviour if multiple devices in the same group have similar capabilities (beta),False,CLOSED,2022-07-22,2022-12-15,jonasBoss,8,
436,Trying to remap right control to middle click,False,CLOSED,2022-07-22,2022-07-22,AVDambeck,2,
437,input-remapper disables joystick pass through,False,CLOSED,2022-07-22,2022-07-24,tfulmer1,15,
438,Difficulties mapping buttons in beta gui,False,CLOSED,2022-07-23,2022-07-23,sezanzeb,3,
439,Minor GUI Layout Improvements,True,MERGED,2022-07-23,2022-07-23,sezanzeb,0,
440,AbsToAbsHandler,True,MERGED,2022-07-23,2022-07-25,jonasBoss,2,
441,Injection fails with ALT_L mapped to SHIFT_L (beta),False,CLOSED,2022-07-24,2022-07-25,jonasBoss,18,
442,RelToAbs,True,MERGED,2022-07-25,2022-10-02,jonasBoss,12,
444,Cannot disable entire axis due to mapping validation (beta),False,CLOSED,2022-07-26,2023-02-20,jonasBoss,1,
445,Name input for mapping name does not respond to ESC key (beta),False,CLOSED,2022-07-26,2023-02-20,jonasBoss,1,good first issue
446,"""disable"" code is missing in Autocompletion",False,CLOSED,2022-07-26,2023-02-24,jonasBoss,0,good first issue
447,"on portuguese keyboard can't remap º to /, but can remap a to b",False,CLOSED,2022-07-27,2022-11-12,nickyspag,4,
448,Custom config directory ,False,CLOSED,2022-07-29,2025-11-15,tpeacock19,2,"feature request,good first issue"
449,.deb release: unknown compression for member 'control.tar.zst',False,OPEN,2022-07-30,,ZeRenCZ,2,packaging
450,pkexec command not found,False,CLOSED,2022-08-03,2022-09-19,KayTaneJupiter,1,
452,not all buttons fn-lockable keyevents are catchable in gui,False,CLOSED,2022-08-07,2022-09-19,Strolchii,2,
453,Wheel not sending key per event,False,OPEN,2022-08-09,,RalekArts,1,
454,Starting injection resets mouse sensitivity.,False,CLOSED,2022-08-09,2026-05-10,RalekArts,3,environment incompatibility
457,All macro keys on Alienware keyboard are detected as the same (EV_MSC not supported),False,OPEN,2022-08-22,,rodrigopedra,13,
458,Improved Test Fixtures,True,MERGED,2022-08-24,2022-08-28,jonasBoss,0,
459,AUR apparently broken,False,CLOSED,2022-08-24,2022-09-03,sezanzeb,3,"help wanted,packaging"
462,cant remap scroll,False,CLOSED,2022-08-25,2022-09-19,NiiightmareXD,2,
466,"Failed to start, python file error ",False,CLOSED,2022-09-02,2022-09-03,AloyFoxy,2,
467,catching all exceptions,True,MERGED,2022-09-03,2022-09-03,sezanzeb,0,
468,Unclear Error Messages (Beta),False,CLOSED,2022-09-03,2023-02-27,jonasBoss,5,
471,usage.md is missing the section on key mappings,False,CLOSED,2022-09-03,2022-09-09,generous-turd,2,
472,Unable to remap 'r' to '-',False,CLOSED,2022-09-04,2022-09-09,pcallycat,1,
473,"GUI Redesign based on libadwaita and multiple ""pages""",False,CLOSED,2022-09-09,2022-10-16,sezanzeb,12,
477,"Allow user to set ""Trigger Threshold"" to 0 when mapping mouse axis to keyboard",False,CLOSED,2022-09-15,2022-10-01,ziontee113,2,
478,Remapping CTRL_L + W to CTRL_R + Delete doesn't work,False,CLOSED,2022-09-15,2022-09-16,AlexMnrs,2,
479,Build script is not working on Linux MX ,False,OPEN,2022-09-17,,sergiymaksymenko,3,
480,Application packages don't contain architecture in file name,False,CLOSED,2022-09-20,2022-09-27,TerrorSquad,3,
483,Can't map $ ^ * %,False,CLOSED,2022-09-24,2022-09-25,LoneExile,2,
484,UI 3,True,MERGED,2022-10-02,2022-10-16,sezanzeb,15,
485,UI 3,True,CLOSED,2022-10-02,2022-10-02,sezanzeb,0,
486,multi-device-combination problems on ROTTAY numeric keypad,False,CLOSED,2022-10-08,2022-10-09,JackElsey,4,
487,Added ru_RU translation and adjusted ru text for policykit file,True,MERGED,2022-10-08,2022-10-09,yngmjgsd,5,
488,Support short locale names,False,CLOSED,2022-10-09,2022-10-11,sezanzeb,2,packaging
489,Can't remap LEFTCTRL + N,False,CLOSED,2022-10-10,2022-10-11,yetone,1,
490,Disable virtual gamepad,False,CLOSED,2022-10-11,2022-10-12,bladeSk,2,
492,Feature request: mouse scroll wheel speed,False,CLOSED,2022-10-12,2022-10-13,izzylaif,1,
494,"increment/decrement variable (""add"" macro)",False,CLOSED,2022-10-16,2022-10-23,nelsam,1,feature request
495,"Automatically set ""Use as analog"" if output is analog",False,CLOSED,2022-10-16,2023-02-24,sezanzeb,1,
496,`add` macro,True,MERGED,2022-10-17,2022-10-23,sezanzeb,1,
497,RelToRel,True,MERGED,2022-10-17,2022-11-01,sezanzeb,14,
500,Run python scripts as unprivileged user instead of macros,False,OPEN,2022-10-18,,sezanzeb,15,
501,"If there is no input to the UI for a long time, stop the helper",False,CLOSED,2022-10-18,2022-11-11,sezanzeb,0,
502,use global config in _convert_to_individual_mappings,False,OPEN,2022-10-21,,sezanzeb,0,
505,Translation for Ukrainian,True,MERGED,2022-10-21,2022-11-14,coffebar,14,
506,Hide window-control buttons in tiling wms,False,CLOSED,2022-10-22,2022-10-22,coffebar,4,
507,Device names containing `/` cause problems,False,CLOSED,2022-10-22,2022-10-29,jonasBoss,6,
508,Fix #507,True,MERGED,2022-10-22,2022-10-29,jonasBoss,5,
509,Don't allow illegal characters in preset name,False,CLOSED,2022-10-22,2022-11-06,sezanzeb,1,good first issue
510,Explain architecture in docs,True,MERGED,2022-10-22,2022-10-23,sezanzeb,4,
515,combinations not working in Hyprland,False,CLOSED,2022-10-24,2022-10-30,herlev,9,environment incompatibility
516,reduced number of mapping parameters,True,MERGED,2022-10-26,2022-10-27,jonasBoss,0,
517,Ignores five buttons out of entire keypad.,False,CLOSED,2022-10-27,2022-11-03,beaverrrr,8,
518,Consistent OS crashing after installing on Ubuntu 22.04,False,CLOSED,2022-10-28,2022-10-28,mxgrey,3,
519,Making ReaderService terminate automatically after some time,True,MERGED,2022-10-28,2022-11-11,sezanzeb,5,
522,Record EV_REL input rates when creating mappings,False,OPEN,2022-10-29,,sezanzeb,1,
523,AUR installation fails,False,CLOSED,2022-10-30,2022-11-01,Munzu,55,
524,Prevent the daemon from choking with unsanitary device names,True,MERGED,2022-10-31,2022-11-01,tsantzi,2,
525,Sanitize preset name,True,MERGED,2022-11-01,2022-11-01,sezanzeb,1,
526,Port GUI to qt,False,OPEN,2022-11-01,,sezanzeb,13,help wanted
527,High CPU load when unplugging injected device,False,CLOSED,2022-11-01,2022-11-11,TacticalCode,3,
528,help needed with mouse buttons Mapping (sorry),False,CLOSED,2022-11-02,2022-11-04,NickTheOnlyNeko,2,
529,Problem with installation on Almalinux,False,CLOSED,2022-11-03,2022-11-03,theorin,4,
530,"the output_symbol ""t"" is not a valid keycode-name",False,OPEN,2022-11-04,,Logical-sh,5,
531,Not writing empty xmodmap files anymore,True,MERGED,2022-11-05,2022-11-05,sezanzeb,0,
532,Clash with input-remapper-daemon.service,False,CLOSED,2022-11-06,2022-11-11,ghost,14,
533,Option to swap left and right mouse buttons for left hand mouse usage,False,CLOSED,2022-11-08,2022-11-08,mcarans,4,
534,"How to do detect the mouse button being held down, mouse moved and then let go (as opposed to clicked)?",False,CLOSED,2022-11-08,2022-11-09,mcarans,1,
535,"input-mapper ERROR: Don't know what ""#"" is",False,CLOSED,2022-11-09,2022-11-09,andrejvanderzee,2,
536,"Pylint, typehints",True,MERGED,2022-11-12,2022-11-12,sezanzeb,0,
537,Fedora packaging,False,OPEN,2022-11-12,,Sinthoras7,22,"help wanted,packaging"
538,"Unable to install input-remapper (Fresh Arch install, from package input-remapper-git)",False,CLOSED,2022-11-12,2023-05-23,trm109,8,
539,Translations,False,OPEN,2022-11-14,,sezanzeb,4,help wanted
542,Remapping does not work,False,CLOSED,2022-11-16,2023-03-26,alxpl,12,
543,typo (wich -> which),False,CLOSED,2022-11-17,2022-11-19,jose1711,2,
544,Keyboard key injection not working in latest beta branch,False,CLOSED,2022-11-17,2023-02-17,jose1711,13,
545,"Add translation instructions, update pylint commands",True,MERGED,2022-11-17,2022-11-20,sezanzeb,0,
546,Recording output,False,CLOSED,2022-11-17,2022-11-22,sezanzeb,3,feature request
547,Make an autoclicker with start and stop,False,CLOSED,2022-11-18,2025-10-19,supertriodo,15,"feature request,good first issue"
548,Add more i18n strings.,True,MERGED,2022-11-18,2022-11-19,jose1711,1,
549,Showing the input during GUI usage,True,MERGED,2022-11-19,2022-11-20,sezanzeb,0,
550,Input event with origin,True,MERGED,2022-11-20,2022-12-15,jonasBoss,9,
551,Debounce saving in editor,True,CLOSED,2022-11-20,2022-11-26,sezanzeb,2,
552,"Mapping ""disable"" to a mouse button creates errors, but then works",False,CLOSED,2022-11-21,2022-11-23,31337-4554551n,2,
553,Disable a button unless a specific device is connected,False,OPEN,2022-11-21,,31337-4554551n,1,feature request
554,Griffin Powermate,False,CLOSED,2022-11-21,2022-11-23,bennypowers,8,
555,Python311,True,MERGED,2022-11-22,2022-11-24,jonasBoss,0,
556,#552 Strip output symbol,True,MERGED,2022-11-23,2022-11-23,sezanzeb,0,
557,test setup cleanup,True,MERGED,2022-11-23,2022-11-23,sezanzeb,0,
558,Right alt (ISO_Level3_Shift) do not work as a modifier,False,CLOSED,2022-11-24,2022-11-24,Spiralo-Idioide,1,
559,"service not starting on arch linux due to ""g-dbus-error-quark: GDBus.Error:org.freedesktop.DBus.Error.AccessDenied""",False,CLOSED,2022-11-27,2022-11-29,ghost,19,
560,"how do I remap a mouse button to do a double-click and another button to ""go back""?",False,CLOSED,2022-11-28,2022-12-01,ambassader,7,
561,Mapping button to command,False,CLOSED,2022-11-29,2022-11-30,lcsfox,1,
564,Pipelines are not passing anymore,False,CLOSED,2022-12-02,2022-12-02,sezanzeb,2,
565,Github Actions are broken,False,CLOSED,2022-12-02,2022-12-02,jonasBoss,2,
566,Use upgrade force-reinstall for setuptools for #564,True,MERGED,2022-12-02,2022-12-02,LunNova,2,
567,The pipe key seems to be mising,False,CLOSED,2022-12-03,2022-12-07,blurymind,1,
568,Devices for physical buttons not listed,False,CLOSED,2022-12-04,2022-12-06,Spiralo-Idioide,5,
569,UI: improve recording for devices with analog axes,False,OPEN,2022-12-06,,kermitfrog,4,feature request
570,UI: add button to use captured value for output,False,OPEN,2022-12-06,,kermitfrog,3,"UX,feature request"
571,Inherit mappings,False,OPEN,2022-12-06,,sezanzeb,0,feature request
572,Asymetric Axis are not properly supported,False,OPEN,2022-12-06,,adam-kulagowski,6,feature request
573,Provide a .deb file with an older compression (don't use zst),False,CLOSED,2022-12-07,2023-03-04,bybor,3,"help wanted,packaging"
574,remap only in one programm,False,CLOSED,2022-12-11,2022-12-12,mikdmst1,2,
576,use gzip compression for wider compatibility,True,MERGED,2022-12-12,2022-12-12,kohend,1,
577,`release_combination_keys` does not always forward to the correct device (beta),False,CLOSED,2022-12-14,2023-03-04,jonasBoss,1,
578,Fix CombinationHandler releasing,True,MERGED,2022-12-15,2023-02-19,sezanzeb,18,
579,Input not suppressed,False,OPEN,2022-12-17,,Hackgets,3,
581,Razer Basilisk V3 Button not recognized,False,OPEN,2022-12-22,,NickTheOnlyNeko,8,
582,"""journalctl"" not aviable for all OSes.",False,OPEN,2022-12-22,,Techwolf,2,packaging
583,Remap to a custom key,False,CLOSED,2022-12-25,2023-01-07,Equinoxx4978,1,
586,Every Key on the qwertz layout that is different from the qwerty layout does not get remapped at all ,False,CLOSED,2022-12-26,2022-12-29,QuirinR33,6,
588,systemd-udevd services is getting failed with exit code 2 warning,False,OPEN,2023-01-04,,tukanos,3,
589,How do I set the remapping to do PrtScr? ,False,CLOSED,2023-01-07,2023-02-12,mateowoetam,5,
590,Mouse button scrolling support ?,False,OPEN,2023-01-08,,miradnanali,3,
591,Can't uninstall Input Remapper 1.4 ,False,OPEN,2023-01-09,,ambassader,1,packaging
592,Single-Threaded Service,True,OPEN,2023-01-10,,jonasBoss,6,
593,Beta ru_RU translation,True,MERGED,2023-01-11,2023-01-11,yngmjgsd,1,
594,Custom config directory using XDG_CONFIG_HOME environment variable for #448,True,CLOSED,2023-01-12,2023-01-12,yngmjgsd,0,
595,Settings up XDG_CONFIG_HOME variable as a path for input-remapper configs explicitly if found in a user environment.,True,CLOSED,2023-01-12,2025-11-15,yngmjgsd,1,
596,How to make a mapping for all keyboards,False,OPEN,2023-01-19,,mangelozzi,0,feature request
597,Variable doesn't work at multiple devices,False,OPEN,2023-01-21,,2e3s,0,
599,Cannot run : ValueError: Namespace GtkSource not available for version 3,False,CLOSED,2023-01-23,2023-01-23,moonninja,1,
600,Trouble remapping Left Alt + anything,False,CLOSED,2023-01-26,2023-03-04,J-Kappes,1,
602,input-remapper-1.5.0_all.deb installation error,False,OPEN,2023-01-29,,ierotheo,2,packaging
603,Autoloading in qtile,False,OPEN,2023-01-31,,UN-9BOT,5,environment incompatibility
604,Add french translation,True,MERGED,2023-01-31,2023-02-11,nlepage,5,
